66,Spook: Science Tackles the Afterlife,3.59,Mary Roach,"37,108","2,977",10.9k,"""What happens when we die? Does the light just go out and that's that—the million-year nap? Or will some part of my personality, my me-ness persist? What will that feel like? What will I do all day? Is there a place to plug in my lap-top?"" In an attempt to find out, Mary Roach brings her tireless curiosity to bear on an array of contemporary and historical soul-searchers: scientists, schemers, engineers, mediums, all trying to prove (or disprove) that life goes on after we die.",science
67,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,4,Steven D. Levitt,"7,99,537","17,957","3,524","Which is more dangerous, a gun or a swimming pool? What do schoolteachers and sumo wrestlers have in common? Why do drug dealers still live with their moms? How much do parents really matter? What kind of impact did Roe v. Wade have on violent crime? Freakonomics will literally redefine the way we view the modern world.

These may not sound like typical questions for an economist to ask. But Steven D. Levitt is not a typical economist. He is a much heralded scholar who studies the stuff and riddles of everyday life -- from cheating and crime to sports and child rearing -- and whose conclusions regularly turn the conventional wisdom on its head. He usually begins with a mountain of data and a simple, unasked question. Some of these questions concern life-and-death issues; others have an admittedly freakish quality. Thus the new field of study contained in this book: freakonomics.

Through forceful storytelling and wry insight, Levitt and co-author Stephen J. Dubner show that economics is, at root, the study of incentives -- how people get what they want, or need, especially when other people want or need the same thing. In Freakonomics, they set out to explore the hidden side of ... well, everything. The inner workings of a crack gang. The truth about real-estate agents. The myths of campaign finance. The telltale marks of a cheating schoolteacher. The secrets of the Ku Klux Klan.

What unites all these stories is a belief that the modern world, despite a surfeit of obfuscation, complication, and downright deceit, is not impenetrable, is not unknowable, and -- if the right questions are asked -- is even more intriguing than we think. All it takes is a new way of looking. Steven Levitt, through devilishly clever and clear-eyed thinking, shows how to see through all the clutter.

Freakonomics establishes this unconventional premise: If morality represents how we would like the world to work, then economics represents how it actually does work. It is true that readers of this book will be armed with enough riddles and stories to last a thousand cocktail parties. But Freakonomics can provide more than that. It will literally redefine the way we view the modern world.
(front flap)",science
68,Factfulness: Ten Reasons We're Wrong About the World – and Why Things Are Better Than You Think,4.36,Hans Rosling,"1,59,032","12,886","1,169","Factfulness: The stress-reducing habit of only carrying opinions for which you have strong supporting facts.

When asked simple questions about global trends—what percentage of the world’s population live in poverty; why the world’s population is increasing; how many girls finish school—we systematically get the answers wrong. So wrong that a chimpanzee choosing answers at random will consistently outguess teachers, journalists, Nobel laureates, and investment bankers.

In Factfulness, Professor of International Health and global TED phenomenon Hans Rosling, together with his two long-time collaborators, Anna and Ola, offers a radical new explanation of why this happens. They reveal the ten instincts that distort our perspective—from our tendency to divide the world into two camps (usually some version of us and them) to the way we consume media (where fear rules) to how we perceive progress (believing that most things are getting worse).

Our problem is that we don’t know what we don’t know, and even our guesses are informed by unconscious and predictable biases.

It turns out that the world, for all its imperfections, is in a much better state than we might think. That doesn’t mean there aren’t real concerns. But when we worry about everything all the time instead of embracing a worldview based on facts, we can lose our ability to focus on the things that threaten us most.

Inspiring and revelatory, filled with lively anecdotes and moving stories, Factfulness is an urgent and essential book that will change the way you see the world and empower you to respond to the crises and opportunities of the future.",science
69,"Hyperspace: A Scientific Odyssey Through Parallel Universes, Time Warps, and the Tenth Dimension",4.14,Michio Kaku,"21,789",580,"5,894","Are there other dimensions beyond those of our everyday experience? Are there gateways to parallel universes? What happened before the first day of Creation? These types of questions are at the center of current scientific activity. Indeed, many physicists today believe that there are other dimensions beyond the four of our space-time, and that a unified vision of the various forces of nature can be achieved, if we consider that everything we see around us, from the trees to the stars are nothing but vibrations in hyperspace. Hyperspace theory - and its more recent derivation, superstring theory - is the eye of this revolution. In this book, Michio Kaku shows us a fascinating panorama, which completely changes our view of the cosmos, and takes us on a dazzling journey through new dimensions: wormholes connecting parallel universes, time machines, ""baby universes"" and more. Similar wonders are emerging in some pages in which everything is explained with elegant simplicity and where the mathematical formulation is replaced by imaginative illustrations that allow the problems to be visualized. The result is a very entertaining and surprising book, which even leaves behind the greatest fantasies of the old science fiction authors.",science
70,The Botany of Desire: A Plant's-Eye View of the World,4.05,Michael Pollan,"52,790","3,671",12.1k,"Every schoolchild learns about the mutually beneficial dance of honeybees and flowers: The bee collects nectar and pollen to make honey and, in the process, spreads the flowers’ genes far and wide. In The Botany of Desire, Michael Pollan ingeniously demonstrates how people and domesticated plants have formed a similarly reciprocal relationship. He masterfully links four fundamental human desires—sweetness, beauty, intoxication, and control—with the plants that satisfy them: the apple, the tulip, marijuana, and the potato. In telling the stories of four familiar species, Pollan illustrates how the plants have evolved to satisfy humankind’s most basic yearnings. And just as we’ve benefited from these plants, we have also done well by them. So who is really domesticating whom?",science
71,"Other Minds: The Octopus, the Sea, and the Deep Origins of Consciousness",3.87,Peter Godfrey-Smith,"18,153","2,110",478,"Although mammals and birds are widely regarded as the smartest creatures on earth, it has lately become clear that a very distant branch of the tree of life has also sprouted higher intelligence: the cephalopods, consisting of the squid, the cuttlefish, and above all the octopus. In captivity, octopuses have been known to identify individual human keepers, raid neighboring tanks for food, turn off lightbulbs by spouting jets of water, plug drains, and make daring escapes. How is it that a creature with such gifts evolved through an evolutionary lineage so radically distant from our own? What does it mean that evolution built minds not once but at least twice? The octopus is the closest we will come to meeting an intelligent alien. What can we learn from the encounter?

In Other Minds, Peter Godfrey-Smith, a distinguished philosopher of science and a skilled scuba diver, tells a bold new story of how subjective experience crept into being—how nature became aware of itself. As Godfrey-Smith stresses, it is a story that largely occurs in the ocean, where animals first appeared. Tracking the mind’s fitful development, Godfrey-Smith shows how unruly clumps of seaborne cells began living together and became capable of sensing, acting, and signaling. As these primitive organisms became more entangled with others, they grew more complicated. The first nervous systems evolved, probably in ancient relatives of jellyfish; later on, the cephalopods, which began as inconspicuous mollusks, abandoned their shells and rose above the ocean floor, searching for prey and acquiring the greater intelligence needed to do so. Taking an independent route, mammals and birds later began their own evolutionary journeys.

But what kind of intelligence do cephalopods possess? Drawing on the latest scientific research and his own scuba-diving adventures, Godfrey-Smith probes the many mysteries that surround the lineage. How did the octopus, a solitary creature with little social life, become so smart? What is it like to have eight tentacles that are so packed with neurons that they virtually “think for themselves”? What happens when some octopuses abandon their hermit-like ways and congregate, as they do in a unique location off the coast of Australia?

By tracing the question of inner life back to its roots and comparing human beings with our most remarkable animal relatives, Godfrey-Smith casts crucial new light on the octopus mind—and on our own.",science
72,"The Ghost Map: The Story of London's Most Terrifying Epidemic—and How It Changed Science, Cities, and the Modern World",3.88,Steven Johnson,"49,545","4,438","1,625","From Steven Johnson, the dynamic thinker routinely compared to James Gleick, Dava Sobel, and Malcolm Gladwell, The Ghost Map is a riveting page-turner about a real-life historical hero, Dr. John Snow. It's the summer of 1854, and London is just emerging as one of the first modern cities in the world. But lacking the infrastructure—garbage removal, clean water, sewers—necessary to support its rapidly expanding population, the city has become the perfect breeding ground for a terrifying disease no one knows how to cure. As the cholera outbreak takes hold, a physician and a local curate are spurred to action—and ultimately solve the most pressing medical riddle of their time. In a triumph of multidisciplinary thinking, Johnson illuminates the intertwined histories and inter-connectedness of the spread of disease, contagion theory, the rise of cities, and the nature of scientific inquiry, offering both a riveting history and a powerful explanation of how it has shaped the world we live in.",science
73,Physics of the Future: How Science Will Shape Human Destiny and Our Daily Lives by the Year 2100,4,Michio Kaku,"16,528","1,257","5,894","Imagine, if you can, the world in the year 2100.

In Physics of the Future, Michio Kaku—the New York Times bestselling author of Physics of the Impossible—gives us a stunning, provocative, and exhilarating vision of the coming century based on interviews with over three hundred of the world's top scientists who are already inventing the future in their labs. The result is the most authoritative and scientifically accurate description of the revolutionary developments taking place in medicine, computers, artificial intelligence, nanotechnology, energy production, and astronautics.

In all likelihood, by 2100 we will control computers via tiny brain sensors and, like magicians, move objects around with the power of our minds. Artificial intelligence will be dispersed throughout the environment, and Internet-enabled contact lenses will allow us to access the world's information base or conjure up any image we desire in the blink of an eye.

Meanwhile, cars will drive themselves using GPS, and if room-temperature superconductors are discovered, vehicles will effortlessly fly on a cushion of air, coasting on powerful magnetic fields and ushering in the age of magnetism.

Using molecular medicine, scientists will be able to grow almost every organ of the body and cure genetic diseases. Millions of tiny DNA sensors and nanoparticles patrolling our blood cells will silently scan our bodies for the first sign of illness, while rapid advances in genetic research will enable us to slow down or maybe even reverse the aging process, allowing human life spans to increase dramatically.

In space, radically new ships—needle-sized vessels using laser propulsion—could replace the expensive chemical rockets of today and perhaps visit nearby stars. Advances in nanotechnology may lead to the fabled space elevator, which would propel humans hundreds of miles above the earth's atmosphere at the push of a button.

But these astonishing revelations are only the tip of the iceberg. Kaku also discusses emotional robots, antimatter rockets, X-ray vision, and the ability to create new life-forms, and he considers the development of the world economy. He addresses the key questions: Who are the winner and losers of the future? Who will have jobs, and which nations will prosper?

All the while, Kaku illuminates the rigorous scientific principles, examining the rate at which certain technologies are likely to mature, how far they can advance, and what their ultimate limitations and hazards are. Synthesizing a vast amount of information to construct an exciting look at the years leading up to 2100, Physics of the Future is a thrilling, wondrous ride through the next 100 years of breathtaking scientific revolution. (From the Hardcover Edition)

(Duration: 15:39:15)",science
74,The Double Helix,3.86,James D. Watson,"17,408",979,265,"By identifying the structure of DNA, the molecule of life, Francis Crick and James Watson revolutionized biochemistry & won themselves a Nobel Prize. At the time, Watson was only 24, a young scientist hungry to make his mark. His uncompromisingly honest account of the heady days of their thrilling sprint against other world-class researchers to solve one of science's greatest mysteries gives a dazzlingly clear picture of a world of brilliant scientists with great gifts, very human ambitions & bitter rivalries. With humility unspoiled by false modesty, Watson relates his & Crick's desperate efforts to beat Linus Pauling to the Holy Grail of life sciences, the identification of the basic building block of life. Never has a scientist been so truthful in capturing in words the flavor of his work.",science
75,QED: The Strange Theory of Light and Matter,4.25,Richard P. Feynman,"17,233",577,"5,205","Famous the world over for the creative brilliance of his insights into the physical world, Nobel Prize-winning physicist Richard Feynman also possessed an extraordinary talent for explaining difficult concepts to the nonscientist. QED--the edited version of four lectures on quantum electrodynamics that Feynman gave to the general public at UCLA as part of the Alix G. Mautner Memorial Lecture series--is perhaps the best example of his ability to communicate both the substance and the spirit of science to the layperson.

The focus, as the title suggests, is quantum electrodynamics (QED), the part of the quantum theory of fields that describes the interactions of the quanta of the electromagnetic field-light, X rays, gamma rays--with matter and those of charged particles with one another. By extending the formalism developed by Dirac in 1933, which related quantum and classical descriptions of the motion of particles, Feynman revolutionized the quantum mechanical understanding of the nature of particles and waves. And, by incorporating his own readily visualizable formulation of quantum mechanics, Feynman created a diagrammatic version of QED that made calculations much simpler and also provided visual insights into the mechanisms of quantum electrodynamic processes.

In this book, using everyday language, spatial concepts, visualizations, and his renowned ""Feynman diagrams"" instead of advanced mathematics, Feynman successfully provides a definitive introduction to QED for a lay readership without any distortion of the basic science. Characterized by Feynman's famously original clarity and humor, this popular book on QED has not been equaled since its publication.",science
76,"Entangled Life: How Fungi Make Our Worlds, Change Our Minds & Shape Our Futures",4.38,Merlin Sheldrake,"18,182","2,705",825,"There is a lifeform so strange and wondrous that it forces us to rethink how life works…

Neither plant nor animal, it is found throughout the earth, the air and our bodies. It can be microscopic, yet also accounts for the largest organisms ever recorded, living for millennia and weighing tens of thousands of tonnes. Its ability to digest rock enabled the first life on land, it can survive unprotected in space, and thrives amidst nuclear radiation.

In this captivating adventure, Merlin Sheldrake explores the spectacular and neglected world of fungi: endlessly surprising organisms that sustain nearly all living systems. They can solve problems without a brain, stretching traditional definitions of ‘intelligence’, and can manipulate animal behaviour with devastating precision. In giving us bread, alcohol and life-saving medicines, fungi have shaped human history, and their psychedelic properties, which have influenced societies since antiquity, have recently been shown to alleviate a number of mental illnesses. The ability of fungi to digest plastic, explosives, pesticides and crude oil is being harnessed in break-through technologies, and the discovery that they connect plants in underground networks, the ‘Wood Wide Web’, is transforming the way we understand ecosystems. Yet they live their lives largely out of sight, and over ninety percent of their species remain undocumented.

Entangled Life is a mind-altering journey into this hidden kingdom of life, and shows that fungi are key to understanding the planet on which we live, and the ways we think, feel and behave. The more we learn about fungi, the less makes sense without them.",science
77,Blink: The Power of Thinking Without Thinking,3.95,Malcolm Gladwell,"5,53,165","17,172",32k,"Drawing on cutting-edge neuroscience and psychology and displaying all of the brilliance that made The Tipping Point a classic, Blink changes the way you'll understand every decision you make. Never again will you think about thinking the same way.

Malcolm Gladwell redefined how we understand the world around us. Now, in Blink, he revolutionizes the way we understand the world within. Blink is a book about how we think without thinking, about choices that seem to be made in an instant - in the blink of an eye - that actually aren't as simple as they seem. Why are some people brilliant decision makers, while others are consistently inept? Why do some people follow their instincts and win, while others end up stumbling into error? How do our brains really work - in the office, in the classroom, in the kitchen, and in the bedroom? And why are the best decisions often those that are impossible to explain to others?

In Blink we meet the psychologist who has learned to predict whether a marriage will last, based on a few minutes of observing a couple; the tennis coach who knows when a player will double-fault before the racket even makes contact with the ball; the antiquities experts who recognize a fake at a glance. Here, too, are great failures of ""blink"": the election of Warren Harding; ""New Coke""; and the shooting of Amadou Diallo by police. Blink reveals that great decision makers aren't those who process the most information or spend the most time deliberating, but those who have perfected the art of ""thin-slicing"" - filtering the very few factors that matter from an overwhelming number of variables.",science
78,Moonwalking with Einstein: The Art and Science of Remembering Everything,3.88,Joshua Foer,"84,262","6,507",920,"The blockbuster phenomenon that charts an amazing journey of the mind while revolutionizing our concept of memory

An instant bestseller that is poised to become a classic, Moonwalking with Einstein recounts Joshua Foer's yearlong quest to improve his memory under the tutelage of top ""mental athletes."" He draws on cutting-edge research, a surprising cultural history of remembering, and venerable tricks of the mentalist's trade to transform our understanding of human memory. From the United States Memory Championship to deep within the author's own mind, this is an electrifying work of journalism that reminds us that, in every way that matters, we are the sum of our memories.",science
79,"The Big Picture: On the Origins of Life, Meaning, and the Universe Itself",4.18,Sean Carroll,"7,906",846,"1,937","Already internationally acclaimed for his elegant, lucid writing on the most challenging notions in modern physics, Sean Carroll is emerging as one of the greatest humanist thinkers of his generation as he brings his extraordinary intellect to bear not only on Higgs bosons and extra dimensions but now also on our deepest personal questions.  Where are we? Who are we? Are our emotions, our beliefs, and our hopes and dreams ultimately meaningless out there in the void? Does human purpose and meaning fit into a scientific worldview?

In short chapters filled with intriguing historical anecdotes, personal asides, and rigorous exposition, readers learn the difference between how the world works at the quantum level, the cosmic level, and the human level--and then how each connects to the other.  Carroll's presentation of the principles that have guided the scientific revolution from Darwin and Einstein to the origins of life, consciousness, and the universe is dazzlingly unique.

Carroll shows how an avalanche of discoveries in the past few hundred years has changed our world and what really matters to us. Our lives are dwarfed like never before by the immensity of space and time, but they are redeemed by our capacity to comprehend it and give it meaning.

The Big Picture is an unprecedented scientific worldview, a tour de force that will sit on shelves alongside the works of Stephen Hawking, Carl Sagan, Daniel Dennett, and E. O. Wilson for years to come.",science
80,Origins: Fourteen Billion Years of Cosmic Evolution,4.14,Neil deGrasse Tyson,"9,306",649,284k,"Our true origins are not just human, or even terrestrial, but in fact cosmic. Drawing on recent scientific breakthroughs and the current cross-pollination among geology, biology, astrophysics, and cosmology, Origins explains the soul-stirring leaps in our understanding of the cosmos. From the first image of a galaxy birth to Spirit Rover's exploration of Mars, to the discovery of water on one of Jupiter's moons, coauthors Neil deGrasse Tyson and Donald Goldsmith conduct a galvanizing tour of the cosmos with clarity and exuberance.",science
81,The Omnivore's Dilemma: A Natural History of Four Meals,4.17,Michael Pollan,"1,97,476","13,632",12.1k,"What should we have for dinner? The question has confronted us since man discovered fire, but according to Michael Pollan, the bestselling author of The Botany of Desire, how we answer it today, at the dawn of the twenty-first century, may well determine our very survival as a species. Should we eat a fast-food hamburger? Something organic? Or perhaps something we hunt, gather, or grow ourselves? The omnivore’s dilemma has returned with a vengeance, as the cornucopia of the modern American supermarket and fast-food outlet confronts us with a bewildering and treacherous food landscape. What’s at stake in our eating choices is not only our own and our children’s health, but the health of the environment that sustains life on earth.

In this groundbreaking book, one of America’s most fascinating, original, and elegant writers turns his own omnivorous mind to the seemingly straightforward question of what we should have for dinner. To find out, Pollan follows each of the food chains that sustain us—industrial food, organic or alternative food, and food we forage ourselves—from the source to a final meal, and in the process develops a definitive account of the American way of eating. His absorbing narrative takes us from Iowa cornfields to food-science laboratories, from feedlots and fast-food restaurants to organic farms and hunting grounds, always emphasizing our dynamic coevolutionary relationship with the handful of plant and animal species we depend on. Each time Pollan sits down to a meal, he deploys his unique blend of personal and investigative journalism to trace the origins of everything consumed, revealing what we unwittingly ingest and explaining how our taste for particular foods and flavors reflects our evolutionary inheritance.

The surprising answers Pollan offers to the simple question posed by this book have profound political, economic, psychological, and even moral implications for all of us. Beautifully written and thrillingly argued, The Omnivore’s Dilemma promises to change the way we think about the politics and pleasure of eating. For anyone who reads it, dinner will never again look, or taste, quite the same.",science
82,"The Future of the Mind: The Scientific Quest to Understand, Enhance, and Empower the Mind",4.09,Michio Kaku,"13,915","1,116","5,894","The New York Times best-selling author of Physics of the Impossible, Physics of the Future and Hyperspace tackles the most fascinating and complex object in the known universe: the human brain.

For the first time in history, the secrets of the living brain are being revealed by a battery of high tech brain scans devised by physicists. Now what was once solely the province of science fiction has become a startling reality. Recording memories, telepathy, videotaping our dreams, mind control, avatars, and telekinesis are not only possible; they already exist.

The Future of the Mind gives us an authoritative and compelling look at the astonishing research being done in top laboratories around the world—all based on the latest advancements in neuroscience and physics. One day we might have a ""smart pill"" that can enhance our cognition; be able to upload our brain to a computer, neuron for neuron; send thoughts and emotions around the world on a ""brain-net""; control computers and robots with our mind; push the very limits of immortality; and perhaps even send our consciousness across the universe.

Dr. Kaku takes us on a grand tour of what the future might hold, giving us not only a solid sense of how the brain functions but also how these technologies will change our daily lives. He even presents a radically new way to think about ""consciousness"" and applies it to provide fresh insight into mental illness, artificial intelligence and alien consciousness.

With Dr. Kaku's deep understanding of modern science and keen eye for future developments, The Future of the Mind is a scientific tour de force--an extraordinary, mind-boggling exploration of the frontiers of neuroscience.",science
83,The Soul of an Octopus: A Surprising Exploration Into the Wonder of Consciousness,3.9,Sy Montgomery,"37,771","5,580","1,239","In pursuit of the wild, solitary, predatory octopus, popular naturalist Sy Montgomery has practiced true immersion journalism. From New England aquarium tanks to the reefs of French Polynesia and the Gulf of Mexico, she has befriended octopuses with strikingly different personalities—gentle Athena, assertive Octavia, curious Kali, and joyful Karma. Each creature shows her cleverness in myriad ways: escaping enclosures like an orangutan; jetting water to bounce balls; and endlessly tricking companions with multiple “sleights of hand” to get food.

Scientists have only recently accepted the intelligence of dogs, birds, and chimpanzees but now are watching octopuses solve problems and are trying to decipher the meaning of the animal’s color-changing techniques. With her “joyful passion for these intelligent and fascinating creatures” (Library Journal Editors’ Spring Pick), Montgomery chronicles the growing appreciation of this mollusk as she tells a unique love story. By turns funny, entertaining, touching, and profound, The Soul of an Octopus reveals what octopuses can teach us about the meeting of two very different minds.",science
84,The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography,4.28,Simon Singh,"25,313","1,489","1,293","In his first book since the bestselling Fermat’s Enigma, Simon Singh offers the first sweeping history of encryption, tracing its evolution and revealing the dramatic effects codes have had on wars, nations, and individual lives. From Mary, Queen of Scots, trapped by her own code, to the Navajo Code Talkers who helped the Allies win World War II, to the incredible (and incredibly simple) logisitical breakthrough that made Internet commerce secure, The Code Book tells the story of the most powerful intellectual weapon ever known: secrecy.

Throughout the text are clear technical and mathematical explanations, and portraits of the remarkable personalities who wrote and broke the world’s most difficult codes. Accessible, compelling, and remarkably far-reaching, this book will forever alter your view of history and what drives it. It will also make you wonder how private that e-mail you just sent really is.",science
85,The Martian,4.41,Andy Weir,"9,82,042","80,419",39.8k,"Six days ago, astronaut Mark Watney became one of the first people to walk on Mars.

Now, he’s sure he’ll be the first person to die there.

After a dust storm nearly kills him and forces his crew to evacuate while thinking him dead, Mark finds himself stranded and completely alone with no way to even signal Earth that he’s alive—and even if he could get word out, his supplies would be gone long before a rescue could arrive.

Chances are, though, he won’t have time to starve to death. The damaged machinery, unforgiving environment, or plain-old “human error” are much more likely to kill him first.

But Mark isn’t ready to give up yet. Drawing on his ingenuity, his engineering skills — and a relentless, dogged refusal to quit — he steadfastly confronts one seemingly insurmountable obstacle after the next. Will his resourcefulness be enough to overcome the impossible odds against him?",science
86,The Third Chimpanzee: The Evolution and Future of the Human Animal,4.07,Jared Diamond,"25,619",955,"6,538","At some point during the last 100,000 years, humans began exhibiting traits and behavior that distinguished us from other animals, eventually creating language, art, religion, bicycles, spacecraft, and nuclear weapons—all within a heartbeat of evolutionary time. Now, faced with the threat of nuclear weapons and the effects of climate change, it seems our innate tendencies for violence and invention have led us to a crucial fork in our road. Where did these traits come from? Are they part of our species immutable destiny? Or is there hope for our species’ future if we change?

With fascinating facts and his unparalleled readability, Diamond intended his book to improve the world that today’s young people will inherit. Triangle Square’s The Third Chimpanzee for Young People is a book for future generation and the future they’ll help build.",science
87,Einstein: His Life and Universe,4.15,Walter Isaacson,"1,64,774","4,041",14.8k,"Einstein was a rebel and nonconformist from boyhood days, and these character traits drove both his life and his science. In this narrative, Walter Isaacson explains how his mind worked and the mysteries of the universe that he discovered.",science
88,"Braiding Sweetgrass: Indigenous Wisdom, Scientific Knowledge, and the Teachings of Plants",4.57,Robin Wall Kimmerer,"64,363","9,542","2,414","As a botanist, Robin Wall Kimmerer has been trained to ask questions of nature with the tools of science. As a member of the Citizen Potawatomi Nation, she embraces the notion that plants and animals are our oldest teachers. In Braiding Sweetgrass, Kimmerer brings these lenses of knowledge together to show that the awakening of a wider ecological consciousness requires the acknowledgment and celebration of our reciprocal relationship with the rest of the living world. For only when we can hear the languages of other beings are we capable of understanding the generosity of the earth, and learning to give our own gifts in return.",science
89,The Brain that Changes Itself: Stories of Personal Triumph from the Frontiers of Brain Science,4.19,Norman Doidge,"35,006","2,398",639,"An astonishing new science called neuroplasticity is overthrowing the centuries-old notion that the human brain is immutable. Psychiatrist and psychoanalyst, Norman Doidge, M.D., traveled the country to meet both the brilliant scientists championing neuroplasticity and the people whose lives they’ve transformed - people whose mental limitations or brain damage were seen as unalterable. We see a woman born with half a brain that rewired itself to work as a whole, blind people who learn to see, learning disorders cured, IQs raised, aging brains rejuvenated, stroke patients learning to speak, children with cerebral palsy learning to move with more grace, depression and anxiety disorders successfully treated, and lifelong character traits changed. Using these marvelous stories to probe mysteries of the body, emotion, love, sex, culture, and education, Dr. Doidge has written an immensely moving, inspiring book that will permanently alter the way we look at our brains, human nature, and human potential.",science
90,Musicophilia: Tales of Music and the Brain,3.93,Oliver Sacks,"64,200","2,590","7,993","With the same trademark compassion and erudition he brought to The Man Who Mistook His Wife for a Hat, Oliver Sacks explores the place music occupies in the brain and how it affects the human condition. In Musicophilia, he shows us a variety of what he calls “musical misalignments.” Among them: a man struck by lightning who suddenly desires to become a pianist at the age of forty-two; an entire group of children with Williams syndrome, who are hypermusical from birth; people with “amusia,” to whom a symphony sounds like the clattering of pots and pans; and a man whose memory spans only seven seconds-for everything but music. Illuminating, inspiring, and utterly unforgettable, Musicophilia is Oliver Sacks’ latest masterpiece.",science
91,The Radium Girls: The Dark Story of America's Shining Women,4.14,Kate Moore,"1,17,816","15,031","1,494","The incredible true story of the women who fought America's Undark danger
The Curies' newly discovered element of radium makes gleaming headlines across the nation as the fresh face of beauty, and wonder drug of the medical community. From body lotion to tonic water, the popular new element shines bright in the otherwise dark years of the First World War.
Meanwhile, hundreds of girls toil amidst the glowing dust of the radium-dial factories. The glittering chemical covers their bodies from head to toe; they light up the night like industrious fireflies. With such a coveted job, these ""shining girls"" are the luckiest alive—until they begin to fall mysteriously ill.
But the factories that once offered golden opportunities are now ignoring all claims of the gruesome side effects, and the women's cries of corruption. And as the fatal poison of the radium takes hold, the brave shining girls find themselves embroiled in one of the biggest scandals of America's early 20th century, and in a groundbreaking battle for workers' rights that will echo for centuries to come.
Written with a sparkling voice and breakneck pace, The Radium Girls fully illuminates the inspiring young women exposed to the ""wonder"" substance of radium, and their awe-inspiring strength in the face of almost impossible circumstances. Their courage and tenacity led to life-changing regulations, research into nuclear bombing, and ultimately saved hundreds of thousands of lives.",science
92,In Search of Schrödinger's Cat: Quantum Physics and Reality,4.05,John Gribbin,"19,797",505,695,"It is so shocking that Einstein could not bring himself to accept it. It is so important that it provides the fundamental underpinning of all modern sciences. Without it, we'd have no nuclear power or nuclear bombs, no lasers, no TV, no computers, no science of molecular biology, no understanding of DNA, no genetic engineering—at all.

John Gribbin tells the complete story of quantum mechanics, a truth far stranger than any fiction. He takes us step-by-step into an ever more bizarre and fascinating place—requiring only that we approach it with an open mind. He introduces the scientists who developed quantum theory. He investigates the atom, radiation, time travel, the birth of the universe, superconductors and life itself. And in a world full of its own delights, mysteries and surprises, he searches for Schrödinger's Cat—a search for quantum reality—as he brings every reader to a clear understanding of the most important area of scientific study today—quantum physics.",science
93,Hidden Figures,3.96,Margot Lee Shetterly,"97,670","9,575",506,"The #1 New York Times Bestseller. Set amid the civil rights movement, the never-before-told true story of NASA’s African-American female mathematicians who played a crucial role in America’s space program. Before Neil Armstrong walked on the moon, a group of professionals worked as ‘Human Computers’, calculating the flight paths that would enable these historic achievements. Among these were a coterie of bright, talented African-American women. Segregated from their white counterparts, these ‘coloured computers’ used pencil and paper to write the equations that would launch rockets and astronauts, into space. Moving from World War II through NASA’s golden age, touching on the civil rights era, the Space Race, the Cold War and the women’s rights movement, ‘Hidden Figures’ interweaves a rich history of mankind’s greatest adventure with the intimate stories of five courageous women whose work forever changed the world.",science
94,Billions & Billions: Thoughts on Life and Death at the Brink of the Millennium,4.29,Carl Sagan,"16,212",609,10.6k,"In the final book of his astonishing career, Carl Sagan brilliantly examines the burning questions of our lives, our world, and the universe around us. These luminous, entertaining essays travel both the vastness of the cosmos and the intimacy of the human mind, posing such fascinating questions as how did the universe originate and how will it end, and how can we meld science and compassion to meet the challenges of the coming century? Here, too, is a rare, private glimpse of Sagan's thoughts about love, death, and God as he struggled with fatal disease. Ever forward-looking and vibrant with the sparkle of his unquenchable curiosity, Billions & Billions is a testament to one of the great scientific minds of our day.",science
95,Are We Smart Enough to Know How Smart Animals Are?,3.94,Frans de Waal,"13,864","1,493","1,400","Hailed as a classic, Are We Smart Enough to Know How Smart Animals Are? explores the oddities and complexities of animal cognition―in crows, dolphins, parrots, sheep, wasps, bats, chimpanzees, and bonobos―to reveal how smart animals really are, and how we’ve underestimated their abilities for too long. Did you know that octopuses use coconut shells as tools, that elephants classify humans by gender and language, and that there is a young male chimpanzee at Kyoto University whose flash memory puts that of humans to shame? Fascinating, entertaining, and deeply informed, de Waal’s landmark work will convince you to rethink everything you thought you knew about animal―and human―intelligence.",science
96,Fermat's Enigma,4.28,Simon Singh,"28,632","1,422","1,293","xn + yn = zn, where n represents 3, 4, 5, ...no solution

""I have discovered a truly marvelous demonstration of this proposition which this margin is too narrow to contain.""

With these words, the seventeenth-century French mathematician Pierre de Fermat threw down the gauntlet to future generations.  What came to be known as Fermat's Last Theorem looked simple; proving it, however, became the Holy Grail of mathematics, baffling its finest minds for more than 350 years.  In Fermat's Enigma--based on the author's award-winning documentary film, which aired on PBS's ""Nova""--Simon Singh tells the astonishingly entertaining story of the pursuit of that grail, and the lives that were devoted to, sacrificed for, and saved by it.  Here is a mesmerizing tale of heartbreak and mastery that will forever change your feelings about mathematics.",science
97,Spillover: Animal Infections and the Next Human Pandemic,4.41,David Quammen,"16,604","1,989","1,481","Ebola, SARS, Hendra, AIDS, and countless other deadly viruses all have one thing in common: the bugs that transmit these diseases all originate in wild animals and pass to humans by a process called spillover. In this gripping account, David Quammen takes the reader along on this astonishing quest to learn how, where from, and why these diseases emerge and asks the terrifying question: What might the next big one be?",science
